Location,Ontario producer,LCBO convenience outlet,Authorized to sell beer,Authorized to sell wine,Authorized to sell cider,Authorized to sell spirits,Authorized to sell ready-to-drink,Accepts empties,Bottle return only,Address,City/Town,Postal code,Latitude,Longitude
Fogorig Brewing,Y,N,Y,N,Y,N,N,N,N,2445 County Road 8 RR 5,Campbellford,K0L1L0,44.28965331,-77.68733593
Folly Brewing,Y,N,Y,N,Y,N,N,N,N,928 College Street,Toronto,M6H1A4,43.65382653,-79.42586222
Fonthill Gas and Grab,N,N,Y,Y,Y,N,Y,N,N,151 Highway 20 West,Fonthill,L0S1E0,43.04391,-79.2958
Food Basics,N,N,Y,Y,Y,N,Y,N,N,288 Erie Street South,Leamington,N8H3C5,42.0354454,-82.5995579
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2750 Tecumseh Road West,Windsor,N9B3P9,42.2916181,-83.059513
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1655 Manning Road,Tecumseh,N8N2L9,42.307938,-82.8712096
Food Basics,N,N,Y,N,Y,N,Y,N,N,2090 Lauzon Road,Windsor,N8T2Z3,42.31497985,-82.93028369
Food Basics,N,N,Y,Y,Y,N,Y,N,N,286 Chatham Street North,Blenheim,N0P1A0,42.3387481,-82.0071657
Food Basics,N,N,Y,Y,Y,N,Y,N,N,448 St. Clair Street,Chatham,N7L3K5,42.4161383,-82.202884
Food Basics,N,N,Y,Y,Y,N,Y,N,N,780 Talbot Street,St. Thomas,N5P1E2,42.778519,-81.1865296
Food Basics,N,N,Y,Y,Y,N,Y,N,N,150 West Street,Simcoe,N3Y5C1,42.8342282,-80.3086014
Food Basics,N,N,Y,Y,Y,N,Y,N,N,124 Clarence Street,Port Colborne,L3K3G3,42.8854063,-79.2543489
Food Basics,N,N,Y,Y,Y,N,Y,N,N,107 Bridge Street,Dunnville,N1A2G9,42.9019944,-79.6159139
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1401 Ernest Avenue,London,N6E2P6,42.93300084,-81.23754268
Food Basics,N,N,Y,Y,Y,N,Y,N,N,509 Commissioners Road West,London,N6J1Y5,42.95568896,-81.28932595
Food Basics,N,N,Y,Y,Y,N,Y,N,N,51 Front Street East,Strathroy,N7G1Y5,42.9607933,-81.6224036
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1200 Commissioners Road East,London,N5Z4R3,42.9629932,-81.1948369
Food Basics,N,N,Y,Y,Y,N,Y,N,N,191 Indian Road South,Sarnia,N7T3W3,42.9633028,-82.3781442
Food Basics,N,N,Y,Y,Y,N,Y,N,N,325 Thorold Road,Welland,L3C3W4,43.0028947,-79.2724232
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1225 Wonderland Road North,London,N6G2V9,43.00432208,-81.30471463
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1299 Oxford Street East,London,N5Y4W5,43.0074407,-81.211217
Food Basics,N,N,Y,Y,Y,N,Y,N,N,223 Clarke Road East,Ingersoll,N5C3J8,43.0310591,-80.8625735
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1530 Rob Panzer Road,London,N5X0P7,43.0435303,-81.2305874
Food Basics,N,N,Y,Y,Y,N,Y,N,N,130 Highway 20 East,Fonthill,L0S1E0,43.04926,-79.2764382
Food Basics,N,N,Y,Y,Y,N,Y,N,N,6770 Mcleod Road,Niagara Falls,L2G3G6,43.06975472,-79.10754003
Food Basics,N,N,Y,Y,Y,N,Y,N,N,201 Argyle Street North,Caledonia,N3W1K9,43.0785746,-79.9510146
Food Basics,N,N,Y,N,Y,N,Y,N,N,3770 Montrose Road,Niagara Falls,L2H3K3,43.11900019,-79.12340912
Food Basics,N,N,Y,Y,Y,N,Y,N,N,868 Dundas Street,Woodstock,N4S1G7,43.1317438,-80.738851
Food Basics,N,N,Y,Y,Y,N,Y,N,N,149 Hartzel Road,St. Catharines,N2A1H3,43.1491218,-79.215685
Food Basics,N,N,Y,Y,Y,N,Y,N,N,84 Lynden Road,Brantford,N3R6B8,43.17099448,-80.24090203
Food Basics,N,N,Y,Y,Y,N,Y,N,N,275 Geneva Street,St. Catharines,L2N2E9,43.1767366,-79.2416936
Food Basics,N,N,Y,Y,Y,N,Y,N,N,265 King George Road,Brantford,N3R 6Y1,43.1769044,-80.28052905
Food Basics,N,N,Y,Y,Y,N,Y,N,N,63 Main Street West,Grimsby,L3M4H1,43.1937398,-79.5639439
Food Basics,N,N,Y,Y,Y,N,Y,N,N,505 Rymal Road East,Hamilton,L8W3Z1,43.19809427,-79.87157614
Food Basics,N,N,Y,Y,Y,N,Y,N,N,724 Mohawk Road East,Hamilton,L8T2P8,43.2183355,-79.8418416
Food Basics,N,N,Y,Y,Y,N,Y,N,N,751 Upper James Street,Hamilton,L9C3A1,43.22979824,-79.87921268
Food Basics,N,N,Y,Y,Y,N,Y,N,N,640 Mohawk Road West,Hamilton,L9C1X6,43.2339729,-79.9106616
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2500 Barton Street East,Hamilton,L8E4A2,43.2346823,-79.7588257
Food Basics,N,N,Y,Y,Y,N,Y,N,N,845 King Street West,Hamilton,L8S1K4,43.2622902,-79.9000037
Food Basics,N,N,Y,Y,Y,N,Y,N,N,135 Barton Street East,Hamilton,L8L8A8,43.2640649,-79.8595205
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3365 Fairview Street,Burlington,L7N3N9,43.35563911,-79.7849906
Food Basics,N,N,Y,Y,Y,N,Y,N,N,95 Water Street North,Cambridge,N1R3B5,43.36234099,-80.31466527
Food Basics,N,N,Y,Y,Y,N,Y,N,N,5353 Lakeshore Road,Burlington,L7L1C8,43.36866373,-79.73159177
Food Basics,N,N,Y,Y,Y,N,Y,N,N,925 Ontario Street,Stratford,N5A6W5,43.3703991,-80.9502317
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3535 Rebecca Street,Oakville,L6L0E3,43.3829908,-79.738717
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1270 Fischer Hallman Road,Kitchener,N2E3X7,43.4003629,-80.4956931
Food Basics,N,N,Y,Y,Y,N,Y,N,N,100 Jamieson Parkway,Cambridge,N3C4B3,43.41710211,-80.30875353
Food Basics,N,N,Y,Y,Y,N,Y,N,N,655 Fairway Road South,Kitchener,N2C1X4,43.41836679,-80.45113713
Food Basics,N,N,Y,Y,Y,N,Y,N,N,370 Highland Road West,Kitchener,N2M5J9,43.4384494,-80.5119682
Food Basics,N,N,Y,Y,Y,N,Y,N,N,851 Fischer Hallman Road,Kitchener,N2M5N8,43.4428174,-80.5437689
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1405 Ottawa Street North,Kitchener,N2A1H3,43.45627648,-80.42969481
Food Basics,N,N,Y,Y,Y,N,Y,N,N,478 Dundas Street West,Oakville,L6H6Y3,43.46502,-79.74223
Food Basics,N,N,Y,Y,Y,N,Y,N,N,600 Laurelwood Drive,Waterloo,N2V0A2,43.47228,-80.59247
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3 Clair Road West,Guelph,N1L0A6,43.49998677,-80.19175462
Food Basics,N,N,Y,Y,Y,N,Y,N,N,500 Laurier Avenue,Milton,L9T4R3,43.5080618,-79.8620583
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3476 Glen Erin Drive,Mississauga,L5L3R4,43.5367555,-79.687751
Food Basics,N,N,Y,Y,Y,N,Y,N,N,222 Silvercreek Parkway North,Guelph,N1H7P8,43.5434585,-80.2867474
Food Basics,N,N,Y,Y,Y,N,Y,N,N,380 Eramosa Road,Guelph,N1E6R2,43.5615963,-80.2499921
Food Basics,N,N,Y,Y,Y,N,Y,N,N,4152 Confederation Parkway,Mississauga,L5B0G4,43.5880579,-79.6497078
Food Basics,N,N,Y,Y,Y,N,Y,N,N,232 Arthur Street South,Elmira,N3B2P2,43.5897322,-80.5621601
Food Basics,N,N,Y,Y,Y,N,Y,N,N,377 Burnhamthorpe Road East,Mississauga,L5A3Y1,43.602462,-79.6272804
Food Basics,N,N,Y,Y,Y,N,Y,N,N,4141 Dixie Road,Mississauga,L4W1V5,43.6255907,-79.604797
Food Basics,N,N,Y,Y,Y,N,Y,N,N,5559 Dundas Street West,Etobicoke,M9B1B9,43.6284833,-79.5501789
Food Basics,N,N,Y,Y,Y,N,Y,N,N,7070 Saint Barbara Boulevard,Mississauga,L5W0E6,43.63805747,-79.71740502
Food Basics,N,N,Y,Y,Y,N,Y,N,N,235 Guelph Street,Georgetown,L7G4A8,43.6504492,-79.8963936
Food Basics,N,N,Y,N,Y,N,Y,N,N,830 Lansdowne Avenue,Toronto,M6H0C3,43.66685148,-79.44691337
Food Basics,N,N,Y,Y,Y,N,Y,N,N,227 Vodden Street East,Brampton,L6V1N2,43.7034332,-79.7570836
Food Basics,N,N,Y,Y,Y,N,Y,N,N,45 Overlea Boulevard,Toronto,M4H1C3,43.70515391,-79.34725329
Food Basics,N,N,Y,Y,Y,N,Y,N,N,397 Bayfield Road,Goderich,N7A4E9,43.7293276,-81.7054192
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2131 Lawrence Avenue East,Scarborough,M1R5G4,43.74615471,-79.28801609
Food Basics,N,N,Y,N,Y,N,Y,N,N,255 Morningside Avenue,Scarborough,M1E3E6,43.76996121,-79.1848609
Food Basics,N,N,Y,Y,Y,N,Y,Y,N,8910 Highway 50,Brampton,L6P3A3,43.7741445,-79.6532806
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2452 Sheppard Avenue East,North York,M2J1X1,43.7757729,-79.3254929
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2900 Ellesmere Road,Scarborough,M1E4B8,43.784365,-79.2037292
Food Basics,N,N,Y,Y,Y,N,Y,N,N,5085 Sheppard Avenue East,Scarborough,M1S4N8,43.7924934,-79.2404657
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1571 Sandhurst Circle,Toronto,M1V1V2,43.81013455,-79.27038516
Food Basics,N,N,Y,Y,Y,N,Y,N,N,2900 Steeles Avenue East,Markham,L3T4X1,43.8119768,-79.3606139
Food Basics,N,N,Y,Y,Y,N,Y,N,N,300 John Street,Thornhill,L3T5W4,43.8204923,-79.3984661
Food Basics,N,N,Y,N,Y,N,Y,Y,N,9600 Islington Avenue,Vaughan,L4H2T1,43.82392177,-79.60925082
Food Basics,N,N,Y,Y,Y,N,Y,N,N,280 Harwood Avenue South,Ajax,L1S2J1,43.845992,-79.021327
Food Basics,N,N,Y,Y,Y,N,Y,N,N,475 Westney Road North,Ajax,L1T3H4,43.8684579,-79.0390134
Food Basics,N,N,Y,Y,Y,N,Y,N,N,301 Queen Street South,Bolton,L7E2B2,43.8738371,-79.72862379
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1070 Major Mackenzie Drive East,Richmond Hill,L4S1P3,43.8776243,-79.41131062
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1220 Castlemore Avenue,Markham,L6E0H7,43.9055143,-79.2696046
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1649 Highway 2,Courtice,L1E2R7,43.9094705,-78.7872263
Food Basics,N,N,Y,Y,Y,N,Y,N,N,125 Hope Street South,Port Hope,L1A4C2,43.9502697,-78.2841276
Food Basics,N,N,Y,Y,Y,N,Y,N,N,13231 Yonge Street,Richmond Hill,L4E3L2,43.9511999,-79.4539515
Food Basics,N,N,Y,Y,Y,N,Y,N,N,17725 Yonge Street,Newmarket,L3Y7C1,44.0605751,-79.4802866
Food Basics,N,N,Y,Y,Y,N,Y,N,N,565 Langford Boulevard,Bradford,L3Z0C1,44.1092893,-79.5930644
Food Basics,N,N,Y,Y,Y,N,Y,N,N,233 7th Avenue,Hanover,N4N2H6,44.1453574,-81.0291633
Food Basics,N,N,Y,Y,Y,N,Y,N,N,470 Dundas Street East,Belleville,K8N1G1,44.1686844,-77.3532597
Food Basics,N,N,Y,Y,Y,N,Y,N,N,33 Barrack Street,Kingston,K7K1E7,44.2335113,-76.480599
Food Basics,N,N,Y,Y,Y,N,Y,N,N,199 Simcoe Avenue,Keswick,L4P2H6,44.241107,-79.4738098
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1225 Princess Street,Kingston,K7M3E1,44.246972,-76.5238326
Food Basics,N,N,Y,Y,Y,N,Y,N,N,770 Gardiners Road,Kingston,K7M3X9,44.2494964,-76.5661038
Food Basics,N,N,Y,Y,Y,N,Y,N,N,555 Essa Road,Barrie,L4N9E6,44.33901982,-79.71031003
Food Basics,N,N,Y,N,Y,N,Y,N,N,363 Kent Street West,Lindsay,K9V2Z7,44.34913095,-78.75542728
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1110 Goderich Street,Port Elgin,N0H2C3,44.4481218,-81.3801059
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1350 16th Street East,Owen Sound,N4K6N7,44.5751728,-80.9193998
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3049 Jefferson Drive,Brockville,K6V6N3,44.5998576,-75.7038909
Food Basics,N,N,Y,N,Y,N,Y,N,N,975 West Ridge Boulevard,Orillia,L3V8A3,44.61125892,-79.45421249
Food Basics,N,N,Y,N,Y,N,Y,N,N,9226 Highway 93,Midland,L4R4K4,44.73659063,-79.91094104
Food Basics,N,N,Y,Y,Y,N,Y,N,N,275 Brockville Street,Smiths Falls,K7A4Z6,44.8823798,-76.0155046
Food Basics,N,N,Y,Y,Y,N,Y,N,N,960 Brookdale Avenue,Cornwall,K6J4P5,45.02353,-74.75081
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1315 Second Street East,Cornwall,K6H7C4,45.0246342,-74.7052348
Food Basics,N,N,Y,Y,Y,N,Y,N,N,"505 West, Muskoka District Road 118 West",Bracebridge,P1L1T4,45.04465249,-79.32772231
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3831 Cambrian Road,Nepean,K2J0S8,45.24842,-75.7463
Food Basics,N,N,Y,Y,Y,N,Y,N,N,245 Village Street,Embrun,K0A1W1,45.27308799,-75.3114092
Food Basics,N,N,Y,Y,Y,N,Y,N,N,900 Greenbank Road,Nepean,K2J1S8,45.2847264,-75.7564617
Food Basics,N,N,Y,Y,Y,N,Y,N,N,5703 Hazeldean Road,Stittsville,K2S0P6,45.28524605,-75.91364783
Food Basics,N,N,Y,Y,Y,N,Y,N,N,150 Katimavik Road,Kanata,K2L2N2,45.3123935,-75.8958416
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1465 Merivale Road,Nepean,K2E5N9,45.3609612,-75.7340239
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1670 Heron Road,Ottawa,K1V0C2,45.3790498,-75.6434226
Food Basics,N,N,Y,Y,Y,N,Y,N,N,667 Kirkwood Avenue,Ottawa,K1Z8N7,45.3863792,-75.7388895
Food Basics,N,N,Y,Y,Y,N,Y,N,N,340 Queen Street,Ottawa,K1R0G1,45.4185022,-75.705275
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1021 Cyrville Road,Gloucester,K1J7S3,45.42681394,-75.63669055
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3712 Innes Road,Ottawa,K1W0C8,45.4501475,-75.5174677
Food Basics,N,N,Y,Y,Y,N,Y,N,N,9030 County Road 17,Rockland,K4K1V5,45.5481297,-75.3018055
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1450 Tupper Street,Hawkesbury,K6A3T5,45.5991004,-74.5876562
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1100 Pembroke Street East,Pembroke,K8A6Y7,45.8209004,-77.0844587
Food Basics,N,N,Y,Y,Y,N,Y,N,N,3018 Petawawa Boulevard,Petawawa,K8H1X9,45.8869781,-77.2616711
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1875 Regent Street,Sudbury,P3E3Z7,46.45238404,-81.00636993
Food Basics,N,N,Y,Y,Y,N,Y,N,N,625 Trunk Road,Sault Ste. Marie,P6A3T1,46.52063438,-84.27350016
Food Basics,N,N,Y,Y,Y,N,Y,N,N,1800 Lasalle Boulevard,Sudbury,P3A2A2,46.5228633,-80.93019153
Food Basics,N,N,Y,Y,Y,N,Y,N,N,701 Pine Street,Sault Ste. Marie,P6B3G2,46.5233804,-84.30822245
Food Basics,N,N,Y,Y,Y,N,Y,N,N,11-B Highway 65,New Liskeard,P0J1P0,47.52599832,-79.67204031
Food Basics,N,N,Y,N,Y,N,Y,N,N,105 Brunette Road,Timmins,P4N2R1,48.47399337,-81.32377058
Food Basics ,N,N,Y,N,Y,N,Y,N,N,10886 Hurontario Street,Brampton,L7A3R9,43.72371403,-79.81336782
Food Galore Grocery Store,N,N,Y,Y,Y,N,Y,N,N,504 Trethewey Drive,North York,M6M4C2,43.69556,-79.4882
Food Mart,N,N,Y,Y,Y,N,Y,N,N,15 Westney Road North,Ajax,L1T1P5,43.85855,-79.0401
Food Plus Market,N,N,Y,Y,Y,N,Y,N,N,2914 Yonge Street,Toronto,M4N2J9,43.7221155,-79.4019465
Food Town,N,N,Y,Y,Y,N,Y,Y,N,1061 Main Street,Dorset,P0A1E0,45.24552,-78.894
Food World,N,N,Y,Y,Y,N,Y,N,N,6628 Finch Avenue West,Etobicoke,M9W0B3,43.73443,-79.6045
Foodland,N,N,Y,Y,Y,N,Y,N,N,191 Talbot Street South,Essex,N8M1B7,42.16948,-82.814
Foodland,N,N,Y,Y,Y,N,Y,N,N,15 Queen Street South,Tilbury,N0P2L0,42.2585416,-82.4326124
Foodland,N,N,Y,Y,Y,N,Y,N,N,534 Notre Dame Street,Belle River,N0R1A0,42.29287,-82.7078
Foodland,N,N,Y,Y,Y,N,Y,N,N,32 Main Street East,Ridgetown,N0P2C0,42.44047,-81.8865
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,170 Main Street,West Lorne,N0L2P0,42.60346653,-81.6069309
Foodland,N,N,Y,Y,Y,N,Y,Y,N,210 Currie Road,Dutton,N0L1J0,42.66434,-81.5039
Foodland,N,N,Y,Y,Y,N,Y,Y,N,291 Colborne Street,Port Stanley,N5L1A9,42.67149,-81.2135
Foodland,N,N,Y,Y,Y,N,Y,Y,N,195 Main Street,Glencoe,N0L1M0,42.74751,-81.7099
Foodland,N,N,Y,Y,Y,N,Y,N,N,20 William Street,St. Thomas,N5R3G9,42.77888,-81.2028
Foodland,N,N,Y,Y,Y,N,Y,N,N,420 Lyndoch Street,Corunna,N0N1G0,42.88725,-82.4524
Foodland,N,N,Y,Y,Y,N,Y,Y,N,792 Old Highway 24,Waterford,N0E1Y0,42.92249257,-80.28645635
Foodland,N,N,Y,Y,Y,N,Y,N,N,610 Broadway Street,Wyoming,N0N1T0,42.9491866,-82.119044
Foodland,N,N,Y,Y,Y,N,Y,Y,N,18 Talbot Street East,Cayuga,N0A1E0,42.9514,-79.8539
Foodland,N,N,Y,Y,Y,N,Y,Y,N,10166 Glendon Drive,Komoka,N0L1R0,42.95267112,-81.422054
Foodland,N,N,Y,Y,Y,N,Y,Y,N,5407 Nauvoo Road,Watford,N0M2S0,42.95469,-81.8806
Foodland,N,N,Y,Y,Y,N,Y,N,N,34 King Street East,Hagersville,N0A1H0,42.96127,-80.05
Foodland,N,N,Y,Y,Y,N,Y,N,N,2095 Dorchester Road,Dorchester,N0L1G2,42.98531,-81.059
Foodland,N,N,Y,Y,Y,N,Y,N,N,74 Main Street West,Norwich,N0J1P0,42.98744,-80.6007
Foodland,N,N,Y,N,Y,N,Y,N,N,2600 Lakeshore Road,Sarnia,N0N1C0,43.02801846,-82.25704121
Foodland,N,N,Y,Y,Y,N,Y,N,N,72 Charles Street West,Ingersoll,N5C2L6,43.03851,-80.8863
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,8251 Dock Street,Niagara Falls,L2G7G7,43.05672233,-79.05250727
Foodland,N,N,Y,Y,Y,N,Y,Y,N,239 St. Catharines Street,Smithville,L0R2A0,43.09436,-79.5383
Foodland,N,N,Y,Y,Y,N,Y,N,N,88 King Street East,Forest,N0N1J0,43.10234,-81.9913
Foodland,N,N,Y,Y,Y,N,Y,N,N,109 King Street,Burford,N0E1A0,43.10318,-80.428
Foodland,N,N,Y,Y,Y,N,Y,N,N,9 Pine Street North,Thorold,L2V3Z9,43.12549,-79.2042
Foodland,N,N,Y,Y,Y,N,Y,Y,N,3357 King Street,Vineland,L0R2C0,43.15092,-79.3902
Foodland,N,N,Y,Y,Y,N,Y,Y,N,269 Main Street,Parkhill,N0M2K0,43.16523,-81.6837
Foodland,N,N,Y,Y,Y,N,Y,Y,N,315 Main Street,Lucan,N0M2J0,43.19398,-81.4179
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,27 Beverly Street West,St. George,N0E1N0,43.24430454,-80.25651894
Foodland,N,N,Y,Y,Y,N,Y,N,N,84 Wellington Street South,St. Marys,N4X1C3,43.2569067,-81.1422723
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,1011 Northumberland Street,Ayr,N0B1E0,43.29914946,-80.46302534
Foodland,N,N,Y,Y,Y,N,Y,N,N,227 Main Street South,Exeter,N0M1S6,43.35006,-81.4813
Foodland,N,N,Y,Y,Y,N,Y,N,N,581 Downie Street,Stratford,N5A1Y5,43.3594,-80.9754
Foodland,N,N,Y,Y,Y,N,Y,Y,N,71 Main Street South,Bayfield,N0M1G0,43.55528,-81.6914
Foodland,N,N,Y,Y,Y,N,Y,Y,N,95 Main Street North,Seaforth,N0K1W0,43.55684,-81.3908
Foodland,N,N,Y,Y,Y,N,Y,N,N,315 Arthur Street South,Elmira,N3B3L5,43.58587,-80.5619
Foodland,N,N,Y,Y,Y,N,Y,N,N,6 Mary Street,Clinton,N0M1L0,43.61602,-81.5402
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,203 Alma Street,Rockwood ,N0B2K0,43.6160368,-80.14659263
Foodland,N,N,Y,Y,Y,N,Y,N,N,222 The Esplanade,Toronto,M5A4M8,43.6496294,-79.3654667
Foodland,N,N,Y,Y,Y,N,Y,N,N,456 Vodden Street East,Brampton,L6S5Y7,43.71364,-79.7457
Foodland,N,N,Y,Y,Y,N,Y,Y,N,38 King Street,Brussels,N0G1H0,43.74326,-81.2514
Foodland,N,N,Y,N,Y,N,Y,N,N,102 Trafalgar Road,Hillsburgh,N0B1Z0,43.79026466,-80.14460779
Foodland,N,N,Y,Y,Y,N,Y,Y,N,165 George Street,Arthur,N0G1A0,43.8319,-80.5363
Foodland,N,N,Y,Y,Y,N,Y,Y,N,150 Main Street West,Palmerston,N0G2P0,43.83393,-80.8491
Foodland,N,N,Y,Y,Y,N,Y,Y,N,15771 Airport Road,Caledon East,L7C1K2,43.86638,-79.861
Foodland,N,N,Y,Y,Y,N,Y,N,N,100 David Street,Wingham,N0G2W0,43.88403,-81.3129
Foodland,N,N,Y,Y,Y,N,Y,Y,N,9 Elora Street South,Harriston,N0G1Z0,43.91337,-80.8715
Foodland,N,N,Y,Y,Y,N,Y,Y,N,131 King Avenue East,Newcastle,L1B1H3,43.91769,-78.5861
Foodland,N,N,Y,Y,Y,N,Y,Y,N,279 Main Street,Wellington,K0K3L0,43.95144,-77.3493
Foodland,N,N,Y,N,Y,N,Y,N,N,990 Division Street,Cobourg,K9A5J5,43.97909173,-78.17326432
Foodland,N,N,Y,Y,Y,N,Y,N,N,503 Main Street North,Mount Forest,N0G2L1,43.98691,-80.744
Foodland,N,N,Y,Y,Y,N,Y,N,N,23 George Wright Boulevard,Picton,K0K2T0,44.00050083,-77.16162385
Foodland,N,N,Y,Y,Y,N,Y,N,N,17250 Highway 27,Schomberg,L0G1T0,44.00547,-79.6778
Foodland,N,N,Y,N,Y,N,Y,N,N,260 Queen Street North,Tottenham,L0G1W0,44.03268175,-79.81116233
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,50 Main Street East,Beeton,L0G1A0,44.0800107,-79.78045
Foodland,N,N,Y,Y,Y,N,Y,N,N,824 Ojibway Road,Shelburne,L9V3X9,44.08422,-80.1868
Foodland,N,N,Y,Y,Y,N,Y,N,N,278 Queen Street,Port Perry,L9L1B9,44.10358,-78.9464
Foodland,N,N,Y,Y,Y,N,Y,N,N,125 Durham Road,Walkerton,N0G2V0,44.12454,-81.2189
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,19263 Highway 48,Mount Albert,L0G1M0,44.1360135,-79.32114295
Foodland,N,N,Y,Y,Y,N,Y,Y,N,6 Centre Street,Millbrook,L0A1G0,44.15197,-78.4491
Foodland,N,N,Y,Y,Y,N,Y,N,N,236 10th Street,Hanover,N4N1N9,44.15208,-81.0302
Foodland,N,N,Y,Y,Y,N,Y,N,N,320 Main Street West,Dundalk,N0C1B0,44.1638369,-80.3976242
Foodland,N,N,Y,Y,Y,N,Y,N,N,344 Garafraxa Street South,Durham,N0G1R0,44.17056,-80.8174
Foodland,N,N,Y,Y,Y,N,Y,Y,N,36 Mill Street,Frankford,K0K2C0,44.20099,-77.5975
Foodland,N,N,Y,N,Y,N,Y,N,N,3 Manitou Crescent West,Amherstview,K7N1B4,44.21986019,-76.64355461
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,54 Frankford Road,Foxboro,K0K2B0,44.24105395,-77.43590972
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,1043 Little Britain Road,Little Britain,K0M2C0,44.28550517,-78.86029888
Foodland,N,N,Y,Y,Y,N,Y,N,N,760 Sherbrooke Street,Peterborough,K9J2R1,44.29693,-78.3424
Foodland,N,N,Y,Y,Y,N,Y,Y,N,44 North Street,Stirling,K0K3E0,44.29755,-77.549
Foodland,N,N,Y,Y,Y,N,Y,Y,N,31 King Street East,Omemee,K0L2W0,44.29971,-78.5575
Foodland,N,N,Y,Y,Y,N,Y,N,N,142 Hunter Street East,Peterborough,K9H1G6,44.30705,-78.3079
Foodland,N,N,Y,N,Y,N,Y,N,N,105 Toronto Street South,Markdale,N0C1H0,44.31910601,-80.64059973
Foodland,N,N,Y,Y,Y,N,Y,Y,N,187 Mill Street,Creemore,L0M1G0,44.32696,-80.1055
Foodland,N,N,Y,Y,Y,N,Y,N,N,8056 Yonge Street,Innisfil,L9S1L6,44.33109,-79.622
Foodland,N,N,Y,Y,Y,N,Y,N,N,35 Cameron Street East,Cannington,L0E1E0,44.35031,-79.0369
Foodland,N,N,Y,Y,Y,N,Y,Y,N,4 County Road 40,Norwood,K0L2V0,44.3823,-77.9808
Foodland,N,N,Y,Y,Y,N,Y,N,N,476 Robinson Road,Ennismore,K0L1T0,44.38956,-78.4034
Foodland,N,N,Y,Y,Y,N,Y,Y,N,4476 George Street,Sydenham,K0H2T0,44.41398,-76.5938
Foodland,N,N,Y,Y,Y,N,Y,N,N,1057 County Road 42,Stayner,L0M1S0,44.41606,-80.0949
Foodland,N,N,Y,Y,Y,N,Y,N,N,1 Queen Street,Lakefield,K0L2H0,44.42185,-78.2718
Foodland,N,N,Y,Y,Y,N,Y,N,N,100 Grand Trunk Road,Stayner,L0M1S0,44.4248894,-80.0715572
Foodland,N,N,Y,Y,Y,N,Y,N,N,38 Ottawa Street West,Havelock,K0L1Z0,44.43349,-77.8906
Foodland,N,Y,Y,Y,Y,Y,Y,Y,N,6145 Highway 38,Verona,K0H2W0,44.46695389,-76.69477766
Foodland,N,N,Y,Y,Y,N,Y,N,N,41 Turner Street,Southampton,N0H2L0,44.50205,-81.3636
Foodland,N,N,Y,Y,Y,N,Y,N,N,40 Elgin Street,Madoc,K0K2K0,44.50478,-77.4715
Foodland,N,N,Y,Y,Y,N,Y,N,N,711 River Road West,Wasaga Beach,L9Z1N7,44.52332,-80.0031
Foodland,N,N,Y,N,Y,N,Y,N,N,2106 Horseshoe Valley Road,Barrie,L4M4Y8,44.52934668,-79.72760062
Foodland,N,N,Y,Y,Y,N,Y,N,N,62 Bolton Street,Bobcaygeon,K0M1A0,44.53708,-78.5439
